"seller_id","orders_first_90d","avg_review_score_90d","avg_order_value_90d","months_active","total_orders","survived_month_12","seller_state","seller_segment","survival_status"
"2b2fed75b8e5ea3a052fc4c0825da485",2,5.00,173.48,3.2,3,0,"MG","At Risk","Churned"
"2b3e4a2a3ea8e01938cabda2a3e5cc79",15,4.18,721.84,14.8,52,1,"SP","Growing","Survived"
"2b5ed0c9139dae8883a200dfcb272ece",1,5.00,30.40,7.2,4,0,"SP","Critical Risk","Churned"
"2bd05d410a8fd26dc4184a15f4f2f588",4,5.00,325.69,8.9,6,0,"MG","At Risk","Churned"
"2bdb95a56a36ebbc6640337ac5eac174",1,5.00,107.90,0.0,1,0,"SP","Critical Risk","Churned"
"2be17df1c49978426251562096c3cc09",5,4.60,162.66,17.6,16,1,"SC","At Risk","Survived"
"2c3d56f92f360fb89d849b84e8f50eae",4,2.25,69.36,5.6,8,0,"SP","At Risk","Churned"
"2c4c47cb51acd5ea5db5e0ae0e26542a",3,4.25,201.21,10.9,12,1,"SP","At Risk","Survived"
"2c9e548be18521d1c43cde1c582c6de8",27,4.21,49.59,10.8,126,1,"SP","High Potential","Survived"
"2cb4700db635baa1c0d4f90ed27b6669",2,2.00,114.36,0.1,2,0,"PR","At Risk","Churned"
"2d378dbb39815785238c0139c7647fb7",2,5.00,727.22,1.1,2,0,"SC","At Risk","Churned"
"2d50d6282f8aa2257819a77bfaa0efe0",21,3.82,72.70,11.5,44,1,"SP","Critical Risk","Survived"
"2d8cfba3fcd3170555941605edaa196a",1,5.00,55.96,0.0,1,0,"SP","Critical Risk","Churned"
"2dd1fb6f0e42a2243b8a01e40cd41216",4,2.60,188.55,2.0,4,0,"PR","At Risk","Churned"
"2dee2ce60de9709b1a24083217181a1f",20,4.25,176.45,11.5,54,1,"MT","High Potential","Survived"
"2e0dba2da448400b1c11d7b4b22f32a4",5,3.63,30.93,3.3,7,0,"SP","At Risk","Churned"
"2e1a7d075abe038c1b2743005fe42ff1",6,3.50,75.58,11.4,19,1,"SP","Growing","Survived"
"2e1c9f22be269ef4643f826c9e650a52",37,4.32,71.71,13.4,167,1,"SP","High Potential","Survived"
"2e3be8a987a30d7544dbbda6861cc14e",3,3.00,395.85,17.5,18,1,"MG","At Risk","Survived"
"2e90cb1677d35cfe24eef47d441b7c87",19,4.52,103.22,17.9,127,1,"SP","High Potential","Survived"
"2ec6e37d992a95eaddb3369dcbcc76d9",2,1.50,91.97,1.6,2,0,"RS","At Risk","Churned"
"2eeb6531ee027a48d401e72bebdd87d3",3,4.33,26.23,0.2,3,0,"SP","At Risk","Churned"
"2f09f7d37a97956d11cc1a7cadd5262b",1,5.00,79.33,7.6,11,0,"SP","Critical Risk","Churned"
"2f3d8b4c9e2ee165075331fea3f3095a",1,5.00,147.35,0.0,1,0,"SC","Critical Risk","Churned"
"2f4b9d112bfa44a214bc6cef085d17c8",1,5.00,41.18,6.4,5,0,"ES","Critical Risk","Churned"
"2f73e04d12cdf0c945ded66bb3fcf6c7",1,4.00,641.18,18.3,3,0,"ES","Critical Risk","Churned"
"2f74af7a0ee5636f12c2336f9fffed47",7,4.29,55.30,5.6,13,0,"SP","Growing","Churned"
"2f9b7ce230a057a98a9f5df5893ee36c",2,4.50,85.93,1.1,2,0,"SP","At Risk","Churned"
"2fb25ab44bdbeae6a4d816e0d0c9d500",4,4.75,87.08,10.3,5,1,"RJ","At Risk","Survived"
"2fdde51ad3e12f297da656d4fbd5d0b5",7,4.71,445.53,6.1,10,0,"SC","Growing","Churned"
"3078096983cf766a32a06257648502d1",7,4.14,120.97,11.8,59,1,"SP","Growing","Survived"
"30a2f535bb48308f991d0b9ad4a8c4bb",4,4.60,67.32,17.9,71,1,"SP","At Risk","Survived"
"30c7f28fd3a5897b2c82d152bb760c17",1,1.00,788.71,7.3,7,0,"RJ","Critical Risk","Churned"
"31344c16881c08a8a72c6d2eb29918c1",5,4.60,278.26,19.0,43,1,"MG","At Risk","Survived"
"318f287a62ab7ac10b703ac37435a231",14,3.84,69.50,18.7,52,1,"SP","Growing","Survived"
"31ae0774c17fabd06ff707cc5bde005f",2,5.00,807.38,15.8,11,1,"SP","At Risk","Survived"
"31da954dc0855f2495c6310f70a2f931",6,4.17,108.22,11.5,29,1,"SP","Growing","Survived"
"325f3178fb58e2a9778334621eecdbf9",6,4.63,31.64,10.9,36,1,"SP","Growing","Survived"
"327b89b872c14d1c0be7235ef4871685",3,2.33,419.60,1.4,3,0,"AM","At Risk","Churned"
"328acb143b4a73aad6bee8e734f5d20d",2,4.00,367.38,0.1,2,0,"PR","At Risk","Churned"
"32e5635e63cb374eb63afdd242fb6134",1,5.00,927.82,0.0,1,0,"RJ","Critical Risk","Churned"
"32fdd5d44ecb43dfd6a24b9369eca144",8,4.38,77.24,1.8,8,0,"MG","Growing","Churned"
"3338e7a0710a195872be80e0d2423867",1,1.00,65.43,0.0,1,0,"SP","Critical Risk","Churned"
"3340ef1913fb70d28420f6ceb685c339",18,4.08,191.04,10.3,32,1,"PR","High Potential","Survived"
"33576ec5412fb5905d876f12f33bfde6",12,4.54,95.94,11.6,31,1,"PR","Growing","Survived"
"3361277dc30b7cccdb0c286b24219756",7,3.78,170.47,18.4,29,1,"PR","Growing","Survived"
"3364a91ec4d56c98e44174de954b94f6",4,3.25,758.01,4.1,6,0,"RO","At Risk","Churned"
"33a17d60c64393351ebf1ef860f4e0f2",5,4.80,228.05,13.4,43,1,"RS","At Risk","Survived"
"33ac3e28642ab8bda860a2f693000e78",8,5.00,111.72,17.6,34,1,"SP","Growing","Survived"
"33cbda8716511e27e556dff9d8418bf2",2,5.00,113.23,14.4,5,0,"SC","At Risk","Churned"
"343e716476e3748b069f980efbaa294e",1,5.00,50.86,15.9,17,1,"SP","Critical Risk","Survived"
"3442f8959a84dea7ee197c632cb2df15",1,1.00,117.62,3.9,3,0,"SP","Critical Risk","Churned"
"34675b28b826facfde119785bf287dc1",1,4.00,37.09,0.0,1,0,"PR","Critical Risk","Churned"
"3481aa57cd91f9f9d3fa1fa12d9a3bf7",2,3.00,76.51,10.7,25,1,"SP","At Risk","Survived"
"34aefe746cd81b7f3b23253ea28bef39",1,1.00,22.52,0.0,1,0,"PR","Critical Risk","Churned"
"34d1ca11b242c0fee2c834ae8d788566",11,4.36,321.24,17.5,40,1,"MG","Growing","Survived"
"3504c0cb71d7fa48d967e0e4c94d59d9",42,4.45,57.30,4.1,53,0,"SP","High Potential","Churned"
"35857757f553273b1056c1cabdace7fb",4,4.50,88.92,8.2,6,0,"SP","At Risk","Churned"
"3586b8580d9c917874e053a1bb37b5ff",11,4.77,48.58,15.5,36,1,"SP","Growing","Survived"
"35ef5aa32949680f627efec3c23e705c",3,2.75,52.40,3.5,4,0,"SC","At Risk","Churned"
"35fb511489d9ee3ee27a76debce9df06",2,4.50,156.34,13.7,7,1,"PR","At Risk","Survived"
"3606774ec64634822d78dc2db6d37045",1,5.00,196.27,3.8,2,0,"SP","Critical Risk","Churned"
"365e445f796710c3431557e85caa25db",3,4.25,207.91,4.5,4,0,"SP","At Risk","Churned"
"36a968b544695394e4e9d7572688598f",32,3.03,150.23,18.4,154,1,"SP","Critical Risk","Survived"
"373ee4a3a775a733770ca3f790b8b9ac",3,4.20,42.40,15.2,13,1,"RJ","At Risk","Survived"
"37515688008a7a40ac93e3b2e4ab203f",70,4.19,35.07,12.3,228,1,"SP","High Potential","Survived"
"376a891762bbdecbc02b4b6adec3fdda",11,4.45,161.89,11.6,57,1,"GO","Growing","Survived"
"3771c85bac139d2344864ede5d9341e3",16,3.47,68.17,6.7,26,0,"SP","Critical Risk","Churned"
"3785b653b1b82de85ab47dd139938091",2,5.00,74.47,11.4,21,1,"PR","At Risk","Survived"
"37be5a7c751166fbc5f8ccba4119e043",128,4.45,230.51,12.8,272,1,"SP","High Potential","Survived"
"37dd29b36c458d82f74a953c40c43645",3,3.67,448.91,7.7,7,0,"SP","At Risk","Churned"
"38102b031c2a15e54623d711bfc753d3",4,4.20,72.15,12.3,9,0,"CE","At Risk","Churned"
"381c83fdca332ea6afd896da20bf6e4a",8,4.00,238.17,12.1,46,1,"PR","Growing","Survived"
"3820c6537b3853be1a0687d5a60807ec",1,NULL,35.96,0.0,1,0,"SP","Critical Risk","Churned"
"385799a1cddbd26dfeb9157356a42282",3,4.80,103.87,5.5,5,0,"SP","At Risk","Churned"
"38874e327ce94d11390b96eb42d61928",1,3.00,783.22,12.8,6,0,"SP","Critical Risk","Churned"
"38e679b9e0064cd94c6f035707344dae",1,5.00,65.70,16.0,28,1,"PR","Critical Risk","Survived"
"38e6dada03429a47197d5d584d793b41",7,3.33,66.92,1.8,7,0,"SP","Critical Risk","Churned"
"391fc6631aebcf3004804e51b40bcf1e",8,2.69,88.94,23.0,526,1,"SP","Critical Risk","Survived"
"392e0502231ae2f8b29994ef6398cd77",14,4.15,92.21,18.5,20,0,"SP","Growing","Churned"
"3985a3c45be355a4c57fde108bfabd1c",4,4.50,57.17,4.8,7,0,"RS","At Risk","Churned"
"39c763cca83e654764b7a4a650fb9b7c",4,3.75,99.97,10.5,11,1,"GO","At Risk","Survived"
"3a490ba60afa30ece0e7d50cfe74a4f0",3,4.67,212.26,8.3,8,0,"MG","At Risk","Churned"
"3a52d63a8f9daf5a28f3626d7eb9bd28",1,1.00,52.78,0.0,1,0,"SP","Critical Risk","Churned"
"3a734b715d333a2588a3d54a0c9b8746",14,4.65,120.62,5.4,18,0,"SP","Growing","Churned"
"3ade81dab5a172b88e1871c28ae05260",5,4.00,218.54,10.8,30,1,"SP","At Risk","Survived"
"3b15288545f8928d3e65a8f949a28291",13,4.00,160.81,17.0,104,1,"SP","Growing","Survived"
"3bb548e3cb7f70f28e3f11ee9dce0e59",5,3.50,79.44,17.4,46,1,"PR","At Risk","Survived"
"3bdff180c7e1f6551a643b99c265a120",18,3.83,77.20,14.7,59,1,"SP","Critical Risk","Survived"
"3be5841cdcc46de4ed3f9116f104b2c5",4,4.75,171.99,0.6,4,0,"SP","At Risk","Churned"
"3be634553519fb6536a03e1358e9fdc7",23,4.54,77.25,13.8,83,1,"SP","High Potential","Survived"
"3c3017960b2dbd72711a61f0400aab8f",10,4.00,122.29,2.5,10,0,"SC","Growing","Churned"
"3c487ae8f8d7542beff5788e2e0aea83",6,2.89,339.60,12.4,30,1,"DF","Critical Risk","Survived"
"3c7c4a49ec3c6550809089c6a2ca9370",53,3.70,35.68,11.6,141,1,"SP","Critical Risk","Survived"
"3ca08eeb8d5595949fed424bd3677742",4,4.50,138.24,8.1,14,0,"PR","At Risk","Churned"
"3d01d1c414c44b5943a09619ff3853cb",4,4.50,94.21,0.2,4,0,"SP","At Risk","Churned"
"3d0cd21d41671c46f82cd11176bf7277",4,5.00,56.89,12.1,9,1,"SC","At Risk","Survived"
"3d290fe363c60a77498c1126fd3fb8d3",3,4.33,78.01,2.8,3,0,"SP","At Risk","Churned"
"3d39fbf22a665714baf62fae36029e23",2,4.50,200.73,10.5,8,1,"SP","At Risk","Survived"
"3d621842b2ed28e2b474132480edac3c",2,3.00,38.21,7.0,10,0,"SP","At Risk","Churned"
"3d700782d7818f2c1e0d7a9e9d75fc00",3,3.67,78.37,2.6,3,0,"SP","At Risk","Churned"
"3d871de0142ce09b7081e2b9d1733cb1",87,4.57,97.11,18.0,1080,1,"SP","High Potential","Survived"
"3db66a856d18a9cba7c9241fc5221c50",12,4.25,155.11,16.3,94,1,"MG","Growing","Survived"
"3dbbce181edfaa4a597ec858c382d2ec",3,3.67,76.17,7.9,17,0,"PR","At Risk","Churned"
"3df020b72d3d44b3af9d110fa3940b65",14,3.73,66.98,13.4,55,1,"SP","Growing","Survived"
"3ea00e1dea2b0659dbaf654735929220",4,5.00,91.51,12.8,7,0,"PR","At Risk","Churned"
"3ef37b7ca6dd2b80bd8af81a62504996",1,4.00,372.27,6.1,2,0,"SP","Critical Risk","Churned"
"3f0e48d209018b466fcd3bb4ccfeb520",5,4.67,542.39,5.7,9,0,"PR","At Risk","Churned"
"3f2af2670e104d1bcb54022274daeac5",3,3.33,200.97,7.8,6,0,"PR","At Risk","Churned"
"3f8034bfc6b8b4135534975d49f04c63",9,4.67,120.92,4.2,12,0,"PR","Growing","Churned"
"3f8247d0f772ffa58560e5c682521ad5",1,3.00,158.45,0.0,1,0,"SC","Critical Risk","Churned"
"3f995f07c49d0d55a99d5c54957f7d81",21,4.24,110.11,16.5,43,0,"SP","High Potential","Churned"
"3fadb4cba4c35bce6a7eaf9872d5623a",3,3.20,55.50,1.8,3,0,"RS","At Risk","Churned"
"3faf68a3b0af94b10bac70d86077be49",7,4.57,206.01,2.9,7,0,"SP","Growing","Churned"
"3fefda3299e6dfaea3466ef346a3571a",1,4.00,225.21,0.0,1,0,"PR","Critical Risk","Churned"
"4003520d80d0bad1d5623f7aa3c63cda",1,1.00,86.74,0.0,1,0,"RJ","Critical Risk","Churned"
"400f221ab83037c0ea78f1267da9624d",1,NULL,885.80,0.0,1,0,"SP","Critical Risk","Churned"
"403aa86912527d730337ffcb0fb096ab",2,4.00,2977.11,9.6,11,0,"MG","At Risk","Churned"
"4049512728d969bec69f84088b012416",1,5.00,39.64,9.4,7,0,"MG","Critical Risk","Churned"
"404e1ba01358af4cd63f679b2c4d1fa1",3,5.00,53.65,12.0,8,1,"MG","At Risk","Survived"
"40536e7ca18e1bce252828e5876466cc",2,1.00,240.75,0.2,2,0,"SP","At Risk","Churned"
"40d54b51e962dbe09cabbcfd33298dee",7,4.71,270.01,13.8,30,1,"SP","Growing","Survived"
"412a4720f3e9431b4afa1476a1acddbe",5,4.40,63.28,11.2,21,1,"SP","At Risk","Survived"
"41ab63a91b8b264e8c8780368bf1dd5b",2,3.50,98.54,9.3,12,0,"MG","At Risk","Churned"
"41b39e28db005d9731d9d485a83b4c38",42,4.46,103.11,19.3,195,1,"SP","High Potential","Survived"
"41b86b552e54e3a7009596125aa8b167",10,4.36,166.36,0.7,10,0,"SP","Growing","Churned"
"41c9d3997dd3c072c31139dc5bb5761f",3,4.33,370.18,1.2,3,0,"MG","At Risk","Churned"
"4200ddf1967c5e41e48db62bc6d4b5ac",10,4.09,28.57,8.0,22,0,"SP","Growing","Churned"
"422be4cc81a457fdb46f47edeb968ae5",1,5.00,317.37,0.0,1,0,"SP","Critical Risk","Churned"
"42bde9fef835393bb8a8849cb6b7f245",17,4.33,248.92,13.6,35,0,"DF","High Potential","Churned"
"42fb44130ac3134cde8e35cf8ec7df25",3,3.67,33.05,1.6,3,0,"SP","At Risk","Churned"
"4305fe92735c8a43d154ff6dd2b8d927",13,4.43,154.98,13.2,19,0,"MG","Growing","Churned"
"431af27f296bc6519d890aa5a05fdb11",25,4.04,119.94,15.4,117,1,"SP","High Potential","Survived"
"4324dd16853115efb0fd9d0d131ba6f4",3,3.50,91.91,9.3,12,0,"SP","At Risk","Churned"
"432c37c9dfba871172ec162e20118b8c",13,4.00,52.89,13.5,46,1,"DF","Growing","Survived"
"432c67955c0acd1fd6b0b5d678766a71",2,3.00,554.53,4.0,3,0,"SP","At Risk","Churned"
"436bf27f2f18474fc6047702e9f8a866",1,5.00,44.42,0.0,1,0,"SP","Critical Risk","Churned"
"4371b634e0efc0e22b09b52907d9d469",12,5.00,56.35,14.1,102,1,"SP","Growing","Survived"
"43753b27d77860f1654aa72e251a7878",1,5.00,66.28,0.0,1,0,"BA","Critical Risk","Churned"
"4391ea5c5990502176a1dcda44a2373d",2,5.00,592.98,7.1,3,0,"RS","At Risk","Churned"
"439a47cc365d6e3bd526812ea9de3c29",1,5.00,144.64,10.6,8,1,"SP","Critical Risk","Survived"
"43a1d4bab73b816e44ef4e4facd9f9b5",1,4.00,205.40,0.0,1,0,"PR","Critical Risk","Churned"
"43a5d4a57af536fddc96d08be3afdfcb",1,1.00,99.83,0.0,1,0,"MG","Critical Risk","Churned"
"43f8c9950d11ecd03a0304a49e010da6",18,4.44,140.17,10.2,41,1,"SP","High Potential","Survived"
"44073f8b7e41514de3b7815dd0237f4f",35,4.00,146.96,17.7,144,1,"DF","High Potential","Survived"
"440dd6ab244315c632130ecfb63827b1",3,4.67,109.80,22.3,94,1,"SP","At Risk","Survived"
"443d880f15cbd3572885e1d44bf2c478",1,2.00,62.50,0.0,1,0,"SP","Critical Risk","Churned"
"4450bd8327d471c4a11a83d1445b1b62",1,5.00,214.56,0.0,1,0,"SP","Critical Risk","Churned"
"44f091b5abab8018f682fce8124b85e5",6,2.50,297.95,2.1,6,0,"SP","Critical Risk","Churned"
"45213867cefbf2cd4c6177e10216a951",6,4.33,405.38,8.6,14,0,"SP","Growing","Churned"
"4559697a8f7e637227c2eeaed843baff",2,2.50,266.96,16.6,42,1,"SP","At Risk","Survived"
"458d868c9642f55f18f04e951a3fdde6",2,5.00,1411.38,2.1,2,0,"RS","At Risk","Churned"
"45a3d05fb00435e52a28859dd03703b3",1,5.00,1323.79,0.0,1,0,"SP","Critical Risk","Churned"
"45c20d94d9171b0bcfab3c955e47d67b",3,4.33,52.99,3.9,4,0,"SP","At Risk","Churned"
"45d33f715e24d15a6ccf5c17b3a23e3c",1,3.00,53.73,22.7,59,1,"SP","Critical Risk","Survived"
"46dc3b2cc0980fb8ec44634e21d2718e",10,3.11,230.74,22.7,521,1,"RJ","Critical Risk","Survived"
"46ef1a25845fc051c2998d878354810c",1,4.00,75.31,11.3,5,1,"MG","Critical Risk","Survived"
"478bfe564db21eeb44386606aa30b650",3,4.67,76.93,2.7,3,0,"MG","At Risk","Churned"
"47f55702f598c7c6cc8458b0fbc1c49a",2,5.00,81.70,1.5,2,0,"MG","At Risk","Churned"
"48162d548f5b1b11b9d29d1e01f75a61",11,3.67,290.43,18.9,68,1,"SP","Growing","Survived"
"4830e40640734fc1c52cd21127c341d4",14,4.57,53.62,13.3,210,1,"SP","Growing","Survived"
"48328ec9a579151d9cc6a86d4a59336c",1,2.00,1196.78,0.0,1,0,"RS","Critical Risk","Churned"
"48436dade18ac8b2bce089ec2a041202",27,4.07,103.54,17.4,138,1,"SP","High Potential","Survived"
"4869f7a5dfa277a7dca6462dcf3b52b2",8,4.25,264.55,17.8,1132,1,"SP","Growing","Survived"
"48985c61529077fa4f1e38bcff0f2ed3",4,4.00,147.81,6.1,7,0,"RS","At Risk","Churned"
"48bad451945f5227341793478d6353ea",2,4.50,126.46,10.4,3,1,"SP","At Risk","Survived"
"48efc9d94a9834137efd9ea76b065a38",33,5.00,19.59,1.1,33,0,"PR","High Potential","Churned"
"48fb026ed7455a42f5d3e9390ed5088e",9,2.56,76.16,6.5,11,0,"RJ","Critical Risk","Churned"
"49067458c68f7701fd334ce326accbe0",2,3.00,43.59,10.8,17,1,"MG","At Risk","Survived"
"4917cee8d902e13428c3ec4b1ca6f315",13,3.67,192.66,15.1,33,1,"SC","Growing","Survived"
"491a5ada3aa1678414e990262c4bbdc1",2,3.00,1436.91,1.0,2,0,"SP","At Risk","Churned"
"4992e76a42cb3aad7a7047e0d3d7e729",8,3.00,40.09,15.3,57,1,"SP","Critical Risk","Survived"
"49e7217cfe4e427191c378ec626d8737",2,5.00,92.07,12.4,13,1,"MG","At Risk","Survived"
"4a3ca9315b744ce9f8e9374361493884",118,3.94,109.36,19.9,1806,1,"SP","Critical Risk","Survived"
"4a3ccda38b2129705f3fb522db62ca31",29,4.03,161.68,11.3,66,1,"SP","High Potential","Survived"
"4a82c4af97ffc0fb2dc26bfdc03b1842",3,5.00,70.30,2.6,3,0,"MG","At Risk","Churned"
"4aba391bc3b88717ce08eb11e44937b2",9,3.60,266.17,18.3,29,1,"BA","Growing","Survived"
"4b1eaadf791bdbbad8c4a35b65236d52",2,3.00,123.50,5.5,8,0,"SP","At Risk","Churned"
"4b5f66b7adcf57f1ecc0d3c07dd6b177",6,4.71,194.59,16.4,23,1,"PR","Growing","Survived"
"4b90495391ac0bd181a80a459df1e718",1,4.00,266.11,0.0,1,0,"RS","Critical Risk","Churned"
"4b9750c8ad28220fe6702d4ecb7c898f",26,4.00,90.60,10.6,218,1,"SP","High Potential","Survived"
"4b98b0428fc1932cc2514ef9ce2505e6",2,2.33,173.18,2.2,2,0,"SP","At Risk","Churned"
"4ba52dfeba874da5b9ee7b17c7494f04",11,4.36,151.63,2.8,11,0,"SP","Growing","Churned"
"4bde6149c15cf7e177b36fa060dd6de8",2,5.00,96.23,0.1,2,0,"RS","At Risk","Churned"
"4be2e7f96b4fd749d52dff41f80e39dd",1,1.00,299.84,0.0,1,0,"AC","Critical Risk","Churned"
"4bf2f4ee540798a61f9636d12cd9cc80",2,5.00,196.96,16.6,29,0,"SP","At Risk","Churned"
"4bf658053d453036c70976bccb2c31b2",2,4.50,912.28,1.1,2,0,"SP","At Risk","Churned"
"4c03b9dd4c11ee2cb35c96c49efc9420",40,4.28,157.37,5.2,48,0,"SP","High Potential","Churned"
"4c2b230173bb36f9b240f2b8ac11786e",2,4.33,48.79,18.4,261,1,"SP","At Risk","Survived"
"4c8b8048e33af2bf94f2eb547746a916",5,4.40,61.50,12.2,23,1,"SP","At Risk","Survived"
"4cf490a58259286ada5ba8525ba9e84a",3,1.67,192.48,8.5,8,0,"SP","At Risk","Churned"
"4d600e08ecbe08258c79e536c5a42fee",3,3.67,666.34,5.3,8,0,"PR","At Risk","Churned"
"4d6d651bd7684af3fffabd5f08d12e5a",44,3.92,91.26,16.2,369,1,"SP","Critical Risk","Survived"
"4d6fb82c629c7a5028bfd973c07b05e0",2,2.00,163.72,0.2,2,0,"MG","At Risk","Churned"
"4da0e408c99d2fdc2126dc9fce518060",12,4.83,70.31,19.2,44,1,"PR","Growing","Survived"
"4dbd95a08b31ede5c82d3f861cb1ce1a",4,4.00,324.28,5.9,6,0,"PR","At Risk","Churned"
"4ddeb3e828550cddc8d45c8bc36ab2d1",1,5.00,164.45,0.0,1,0,"SP","Critical Risk","Churned"
"4e06067cc08b3f41d837768d392c3ee3",4,4.20,36.46,12.8,31,1,"MG","At Risk","Survived"
"4e17c65a516f69d023a2ae78b84f28d6",5,3.80,274.82,17.7,61,1,"SP","At Risk","Survived"
"4e6015589b781adaa5ce7f1892d06bb1",2,3.50,247.10,3.5,3,0,"SP","At Risk","Churned"
"4e7c18b98d84e05cbae3ff0ff03846c2",28,4.42,142.33,17.4,82,1,"SP","High Potential","Survived"
"4e85b538b0dad58852641540686d0e14",1,5.00,21.75,11.1,4,1,"SP","Critical Risk","Survived"
"4e8dacf3d38f281ae26c3e0321d92d88",9,2.57,167.17,4.3,10,0,"SP","Critical Risk","Churned"
"4e922959ae960d389249c378d1c939f5",1,3.00,33.52,22.9,420,1,"SP","Critical Risk","Survived"
"4ea2f12dbe91deeacd2c1e74f069a6e6",3,4.75,53.12,7.2,4,0,"SP","At Risk","Churned"
"4ebdc7e6cd6102a022dadc49156d4ea8",7,3.38,46.81,17.1,29,1,"SP","Critical Risk","Survived"
"5011f0d93373a4c5753adf58ca77af8d",6,3.42,47.26,9.0,12,0,"SP","Critical Risk","Churned"
"503c1de08ae81a2d86f17951b204db55",8,4.63,232.22,13.1,22,1,"SP","Growing","Survived"
"5058e8c1e82653974541e83690655b4a",23,3.44,155.69,9.7,63,0,"SP","Critical Risk","Churned"
"5075aaa8404020ae6aa8bf4792099b41",5,2.80,61.23,10.1,13,0,"MG","At Risk","Churned"
"50c9975695009e5e6473912e83a6d1da",11,4.89,82.75,17.8,50,1,"MG","Growing","Survived"
"5151aea44289d6c6b090ee31c2132508",7,1.83,211.78,0.1,7,0,"SP","Critical Risk","Churned"
"515d781150feed28a6ac091bb0e3cb8c",1,5.00,237.97,7.2,6,0,"MS","Critical Risk","Churned"
"5160d23075764e18e07c1f4a87fad743",30,4.39,78.32,3.8,34,0,"SP","High Potential","Churned"
"51702dc2a3e106c76dbff722b5bf0726",5,4.83,191.28,14.3,13,0,"SP","At Risk","Churned"
"51e0557bc7b86de13e946c60ee91ce39",1,5.00,63.40,0.0,1,0,"MG","Critical Risk","Churned"
"520b493b57809f446cb0a233bb3e25c7",22,3.88,80.50,9.5,63,0,"SP","Critical Risk","Churned"
"522620dcb18a6b31cd7bdf73665113a9",3,4.00,257.44,22.4,174,1,"PR","At Risk","Survived"
"5236605f4d4b0b3e4df85b850393fca0",1,4.00,118.85,12.0,5,1,"SP","Critical Risk","Survived"
"52562a9f449c3dc3d53f5f5b9ed74903",5,4.80,525.86,11.7,14,1,"RN","At Risk","Survived"
"525e75a6fb1454a2325ab1734bcec221",4,4.20,85.38,5.7,10,0,"SP","At Risk","Churned"
"527801b552d0077ffd170872eb49683b",27,4.37,110.39,10.8,90,1,"SP","High Potential","Survived"
"528bcf6680c36dddf07620bd35b33a6f",1,5.00,548.45,4.2,2,0,"SP","Critical Risk","Churned"
"528ce32f560edd11add4169f6a5b65be",2,5.00,37.55,2.6,2,0,"SP","At Risk","Churned"
"52ac6f920b7280e4c6d30dd94de6259b",3,3.00,790.20,15.0,6,0,"PR","At Risk","Churned"
"52b53f7061969fe471d119b6195da864",1,5.00,98.37,0.0,1,0,"SP","Critical Risk","Churned"
"52d76513f0c4d97f3b99570e2c94ee31",3,5.00,122.61,13.3,19,1,"RS","At Risk","Survived"
"52f6f9f13ba19504c02781132a049e75",1,2.00,222.13,0.0,1,0,"PR","Critical Risk","Churned"
"52f976b17ea7f2f087f56dcc419328f6",2,2.00,1482.29,9.7,6,0,"PR","At Risk","Churned"
"530ec6109d11eaaf87999465c6afee01",11,4.38,149.16,15.2,97,1,"PR","Growing","Survived"
"53243585a1d6dc2643021fd1853d8905",199,4.30,783.26,11.9,358,1,"BA","High Potential","Survived"
"53336f97ddbe53e2a617d07b17447b95",1,5.00,674.83,0.0,1,0,"SP","Critical Risk","Churned"
"534a01cc6df1e034e05c32028a291fa2",5,4.40,59.09,2.3,5,0,"SP","At Risk","Churned"
"537eb890efff034a88679788b647c564",21,4.23,51.44,13.6,160,1,"RJ","High Potential","Survived"
"538caafddff204241cecbf3a02e6b3cf",4,2.00,26.28,14.1,9,0,"SP","At Risk","Churned"
"53e4c6e0f4312d4d2107a8c9cddf45cd",52,4.05,78.07,18.4,473,1,"SP","High Potential","Survived"
"54065e9aef7e9e9c2dc23b7594db021a",10,4.40,650.54,12.2,14,0,"RJ","Growing","Churned"
"542917da124346b47ea1ac79a93ce454",5,4.40,126.29,5.2,20,0,"PR","At Risk","Churned"
"5444b12c82f21c923f2639ebc722c1ea",1,4.00,179.46,0.0,1,0,"SP","Critical Risk","Churned"
"54a1852d1b8f10312c55e906355666ee",30,4.13,113.44,19.5,200,1,"SP","High Potential","Survived"
"54aa8463e87776b5612f4bdc4bd5d4de",1,3.00,286.55,4.6,7,0,"MG","Critical Risk","Churned"
"5563732abe64c3036cb97ad924128dd1",1,4.00,79.21,5.9,2,0,"SP","Critical Risk","Churned"
"5566627eab3fe93fd6ee08798226101a",3,5.00,38.71,9.5,5,0,"PR","At Risk","Churned"
"557f22c76691849db52d2abccf0015d0",12,3.17,88.07,4.2,13,0,"GO","Critical Risk","Churned"
"55a5b51f93f2b70ea513f5a047b0262a",17,4.39,127.58,6.2,39,0,"MG","High Potential","Churned"
"55c96925041a14097b6a7825554f4ad5",4,4.80,36.11,9.9,6,0,"SP","At Risk","Churned"
"55d3daac7c404d59e51c2aa2f4dc5a23",5,4.57,207.46,14.8,21,0,"SP","At Risk","Churned"
"5656537e588803a555b8eb41f07a944b",1,5.00,47.54,22.9,174,1,"DF","Critical Risk","Survived"
"5659d77e8d90378e39b960ad5956f64e",1,4.00,95.56,6.4,2,0,"SP","Critical Risk","Churned"
"56642bcb79900e777d68e91915cb4267",2,5.00,115.84,21.8,48,1,"SP","At Risk","Survived"
"56a8b450e802502ba53a9885ee38e29f",1,1.00,77.65,0.0,1,0,"SP","Critical Risk","Churned"
